x1	x2	x3	v1	v2	v3	mass	rel_mass	water_fraction
-43460.97444071903 87798.18518753999 -26633.847697318197 -1.4683989925987218 2.678726309795424 -1.496656073058791 1.46972654764e+23 0.9990335223660178 0.19654385892961604 
-20724258.16 -26579731.793 2162644.9291 -609.06663274 -491.16738224 42.571782805 3.384926e+18 2.3008732817e-05 1.0 
-13272775.354 -32752453.411 2601245.3777 -453.0681207 -694.69909774 54.800556112 3.330086e+18 2.2635962804e-05 1.0 
-5704112.9306 -50186927.86 6012485.413 -279.36838281 -1377.5597798 164.85218406 3.32914e+18 2.2629532453e-05 1.0 
-8687643.9858 -56347375.163 17687060.258 -362.68960522 -1625.2875713 495.93169555 3.328194e+18 2.2623102103e-05 1.0 
-7446664.0489 -55492753.755 8241304.6122 -329.96536988 -1582.0041496 216.23328924 3.328194e+18 2.2623102103e-05 1.0 
-2874241.2939 -58385152.58 12729085.885 -194.35012757 -1687.9123019 367.05898778 3.326306e+18 2.2610268591e-05 1.0 
-3053086.4893 -45231996.537 3101167.1972 -206.20812502 -1187.5716582 81.653381301 3.326306e+18 2.2610268591e-05 1.0 
-5818062.6182 -52015379.56 17113563.669 -281.53373593 -1474.8258718 462.28900679 3.322542e+18 2.2584683136e-05 1.0 
-7873084.6321 -54862170.543 17262294.875 -339.02056754 -1576.1631916 490.50026028 3.322542e+18 2.2584683136e-05 1.0 
-4569950.3043 -42927897.881 -16348230.961 -250.07876852 -1144.9045628 -406.85656833 3.322542e+18 2.2584683136e-05 1.0 
2639816.0776 -65649079.441 14902920.315 -23.870396144 -1951.3499249 437.7606538 3.31786e+18 2.2552857659e-05 1.0 
-2420866.5914 -31946032.891 -13660535.234 -202.35740354 -722.90402589 -256.20481111 3.315994e+18 2.254017369e-05 1.0 
-10382689.125 -39275364.679 1321149.5278 -404.51255413 -953.64682594 31.481376568 3.315063e+18 2.2533845301e-05 1.0 
1730032.3206 -32680271.154 36422577.74 -64.260244801 -913.77626432 967.04760118 3.314132e+18 2.2527516911e-05 1.0 
254302.20086 -51987665.928 22235826.662 -101.62353753 -1491.938948 612.63430532 3.311347e+18 2.2508586122e-05 1.0 
5204212.7287 -63510214.584 -5646559.217 52.261190304 -1872.4081888 -154.53814115 3.309494e+18 2.2495990519e-05 1.0 
-655785.02263 -53519158.036 -9319258.3213 -137.34313812 -1514.7953451 -248.68517687 3.306567e+18 2.2476094498e-05 1.0 
-9068740.1381 -38743585.971 -9332486.7937 -380.28512081 -952.24436249 -210.33525605 3.305562e+18 2.24692631e-05 1.0 
-4361039.4929 -36443281.319 -13283688.059 -247.54458117 -879.03720778 -297.99978157 3.30488e+18 2.2464627266e-05 1.0 
5974831.1308 -77188331.389 14565036.628 86.185595314 -2352.4613161 434.91469436 3.30396e+18 2.2458373648e-05 1.0 
-2679425.9275 -59484449.307 -1250259.2478 -192.48862661 -1720.2732214 -25.07721783 3.30396e+18 2.2458373648e-05 1.0 
-7558019.0976 -49697426.061 8733892.117 -333.12093628 -1374.6518653 206.68854446 3.302589e+18 2.2449054397e-05 1.0 
-8933129.7605 -63746941.561 155736.85424 -379.71444931 -1869.5420026 6.958919921 3.302589e+18 2.2449054397e-05 1.0 
11235682.308 -61314017.082 -19452363.1 236.00800572 -1820.1471915 -562.46419597 3.302123e+18 2.2445886804e-05 1.0 
-7469924.3102 -61817738.463 10923168.926 -334.03854858 -1809.9473683 300.71602526 3.298721e+18 2.2422762012e-05 1.0 
-4340331.0739 -74140965.879 -5953310.5768 -237.33559243 -2236.5814795 -172.36276203 3.296826e+18 2.2409880918e-05 1.0 
232337.72117 -53928638.436 -22340520.016 -104.93784038 -1567.5909257 -611.59989115 3.296826e+18 2.2409880918e-05 1.0 
-8232362.2089 -51434393.982 -22230530.506 -356.93631457 -1466.8625486 -611.85413873 3.296826e+18 2.2409880918e-05 1.0 
-5612464.248 -44889675.598 23525355.581 -275.26351566 -1243.978153 632.65158424 3.296633e+18 2.2408569018e-05 1.0 
8780064.5646 -53109653.411 19125817.417 151.05014824 -1530.7187479 541.09325725 3.295888e+18 2.2403504947e-05 1.0 
-7837311.3828 -77020189.356 19079683.223 -340.93467476 -2347.4109576 565.47479213 3.295888e+18 2.2403504947e-05 1.0 
-6425729.6968 -72528169.055 196971.39405 -300.86058186 -2177.2507348 2.326721699 3.295888e+18 2.2403504947e-05 1.0 
-8236812.1778 -34535681.842 -14093884.061 -347.89604845 -820.58711639 -293.78225154 3.295888e+18 2.2403504947e-05 1.0 
-6677327.5849 -47037409.455 -22732483.418 -310.83402122 -1315.7423934 -613.08948434 3.294955e+18 2.2397162963e-05 1.0 
-2960016.5509 -36230994.274 20324513.63 -209.34911368 -924.83623125 480.05573483 3.294811e+18 2.2396184135e-05 1.0 
-5496823.9788 -53895269.991 -4090774.9018 -273.70097962 -1519.5755187 -104.87438886 3.292991e+18 2.2383812848e-05 1.0 
-7088736.95 -57241831.572 -1457897.2831 -323.19619428 -1636.5748328 -40.55064811 3.2877e+18 2.2347847747e-05 1.0 
-2951010.0306 -47220032.023 -6680971.8728 -205.75765814 -1274.5888182 -162.67262783 3.285939e+18 2.2335877506e-05 1.0 
377575.41481 -45881609.958 6168200.0365 -112.84440066 -1226.2310271 140.2148913 3.284848e+18 2.2328461531e-05 1.0 
-4309392.8838 -44122439.428 25830013.894 -242.88490331 -1234.5164237 681.08745091 3.284197e+18 2.2324036416e-05 1.0 
-6338924.453 -42862534.041 603070.69123 -311.62834907 -1092.7102997 26.406976943 3.284197e+18 2.2324036416e-05 1.0 
-3603333.011 -25651918.682 40086698.949 -212.91204678 -719.07467565 1048.8610948 3.283948e+18 2.2322343861e-05 1.0 
-8113173.2617 -64585435.654 -23263930.906 -349.52501252 -1928.9824792 -666.51389471 3.283333e+18 2.2318163453e-05 1.0 
