x1	x2	x3	v1	v2	v3	mass	rel_mass	water_fraction
12927900.344295803 21965606.36839996 53109.43795839634 363.0671558074269 472.2887064527916 1.704766726743287 7.308500654600003e+22 0.49790636134305183 0.09632816902813629 
-13027528.936497003 -22021212.691419553 17561.81698353497 -366.6014246447396 -473.3796976947625 0.9910405683476938 7.2929349083000025e+22 0.4968459134582671 0.09727843805249384 
12077969.928 -6728571.3031 -28314571.93 242.22208245 -152.39904689 -473.85885 2.914551e+18 1.9855967071e-05 1.0 
-5477143.3262 2590084.9198 15145136.345 -61.938184441 40.907298905 41.544892362 2.910817e+18 1.9830528442e-05 1.0 
8752448.0657 -25892245.356 28564741.426 134.8949684 -601.09823569 497.90779537 2.908963e+18 1.9817897693e-05 1.0 
11871704.051 47438706.791 -38020970.188 312.65992823 1145.1151152 -839.52356164 2.908963e+18 1.9817897693e-05 1.0 
21072629.836 17957624.78 -51930524.825 528.9280905 460.09626006 -1198.7338114 2.908963e+18 1.9817897693e-05 1.0 
12669862.378 -14658979.047 -62461559.597 312.80620512 -373.14510214 -1507.5152599 2.908963e+18 1.9817897693e-05 1.0 
3527228.1616 -39564860.884 19623249.74 -6.5264740645 -880.37452977 260.02807772 2.906198e+18 1.9799060572e-05 1.0 
-5464450.7143 17704876.57 -20686287.307 15.062774044 503.48774169 -485.98684996 2.90528e+18 1.9792806512e-05 1.0 
-4383159.5367 -4468550.0754 -39540084.079 -104.52510299 -120.14005402 -801.18080252 2.904365e+18 1.978657289e-05 1.0 
-1300232.7621 15809720.934 33692444.145 5.9142928892 372.74368167 617.40961919 2.903451e+18 1.978034608e-05 1.0 
3528965.8361 32221522.886 34935112.664 109.38683476 785.29239362 671.12538498 2.900723e+18 1.9761761029e-05 1.0 
25929541.692 54240320.375 -23712521.035 636.99497198 1289.0436723 -485.63137983 2.900723e+18 1.9761761029e-05 1.0 
-23713864.324 27964281.688 -23357630.891 -489.68259462 645.92654721 -431.0319573 2.898013e+18 1.9743298607e-05 1.0 
