x1	x2	x3	v1	v2	v3	mass	rel_mass	water_fraction
-791248.6999035961 3711698.259949841 2827.9351753198303 -17.377276513102455 91.2247488969979 0.03542142771566336 1.69646723151e+21 0.9022203105389637 0.19187029827741997 
7146708.739318336 -38652232.14800744 86343.53320413202 156.78217307861132 -947.144212598352 2.371610859012424 1.2507110954000002e+20 0.06651569402013802 0.14130177628540816 
7332224.350083225 -29483073.53626503 -244880.7730453696 163.0791356264226 -728.1564435779412 -7.424979585375867 1.0080816420000002e+19 0.005361210138273 0.08330818507231662 
6570693.252997623 -27036395.575798295 62687.177677367465 147.39284304745897 -670.7921802376857 0.3895784744722627 4.21236079e+18 0.0022402303972090002 0.04204634855157114 
5702955.722026763 -24458387.58751818 -187465.46693648494 124.29423091956043 -600.8887027072439 -3.2072026177557893 4.64814588e+18 0.0024719909357589992 0.07608377385926579 
5250441.873311082 -22988445.236445967 92498.66091895373 114.21346014787515 -566.9401139645034 4.967462279154195 1.60583518e+18 0.000854020100033 0.027561159794566473 
7861659.5496 -32166512.2 117794.20703 176.40119137 -802.05019045 3.2492080651 5.205631e+17 0.00027684743507 0.0 
8359581.182881532 -33196372.4260775 328437.4117674856 186.98623801635284 -829.6899553979699 9.81617806562491 1.17348093e+18 0.00062408416112 0.11294536333027586 
4033305.173948866 -21238183.51038688 248647.6839493759 84.47893234614841 -519.967922602659 1.5089831663982092 5.6484869e+17 0.00030039953087200003 0.07835353216451649 
7616455.755 -31136344.112 60823.583969 165.90670139 -765.44578962 0.8965074843 2.60345e+17 0.00013845746171 0.0 
-1613430.9571 -10612635.537 141106.55725 -60.108745451 -223.60424521 11.040228346 2.602265e+17 0.00013839444068 0.0 
6944721.3117 -29846459.998 -2635041.3275 155.97581645 -733.18417937 -42.864745068 2.601934e+17 0.00013837683734 0.0 
4803293.1291 -19942055.481 -2052793.9489 97.454109978 -484.26017011 -36.262117363 2.601851e+17 0.00013837242321 0.0 
8895046.3844 -43136659.353 1495063.3664 192.75712688 -1035.782364 24.807972761 2.601438e+17 0.00013835045892 0.0 
8446599.086257396 -32574353.884178136 188696.2176885091 187.38793416127683 -811.98643000497 11.411590702262165 4.3464536e+17 0.00023115440391700002 0.1017895601136694 
9816357.9434 -1209563.053 9388539.1186 202.04077023 -30.093663996 203.03808721 1.742717e+17 9.2681700164e-05 0.25356268402 
-1018983.2550930238 -4267488.516621703 -13670662.865110999 -41.26726158719601 -95.7618719705721 -293.7072153919333 1.7684561e+17 9.405056472900001e-05 1.0 
-2918670.8155 -5294569.4836 -294454.27395 -80.700249164 -54.422131879 -3.1003610343 1.301887e+17 6.9237346386e-05 0.0 
2088476.6451998956 -17429537.761520844 -967876.5473111437 32.89289976926761 -411.11199157081626 -21.741416458350745 2.602705e+17 0.000138417840892 0.0 
815224.7971208163 -13153568.610451559 -360445.7354151353 -5.503457805603421 -299.22735477930684 -5.0430760699264265 4.3455134e+17 0.000231104401918 0.10169026288125127 
4082667.2143 -21593605.224 722655.88505 79.944093755 -526.41569488 15.283950878 1.301491e+17 6.9216286194e-05 0.0 
-2576482.5 -5797639.2638 760178.8707 -82.862659621 -76.273019426 7.1433228623 1.301491e+17 6.9216286194e-05 0.0 
5196396.6249 -21746186.444 -4312.1094857 104.57666197 -534.52436961 -13.29046082 1.301381e+17 6.9210436141e-05 0.0 
-1635215.3123 -8500564.649 1670342.8981 -64.372847458 -164.15496599 27.755741506 1.301353e+17 6.9208947037e-05 0.0 
4843045.4034 -20792223.828 -2858209.4087 100.00501922 -503.28214483 -54.184926802 1.301353e+17 6.9208947037e-05 0.0 
-202060.3801400225 -13648876.311228232 -434734.25911227486 -22.752220600240456 -307.5408863568941 -15.217859863000426 3.045135e+17 0.00016194728635199999 0.14530882867262043 
3629361.4334 -20337045.216 -405337.35387 77.173587471 -488.18753027 -1.6110849733 1.301325e+17 6.9207457933e-05 0.0 
8325408.5279 -34479742.938 -307110.16976 177.71199693 -873.29427648 -10.756239268 1.301298e+17 6.920602201e-05 0.0 
-2744409.5746 -9532802.7459 275990.53901 -83.988962159 -191.61252571 14.914573085 1.301215e+17 6.9201607879e-05 0.0 
6187265.0768 -25676017.019 131361.25526 130.71211095 -632.18713157 15.490541557 1.301215e+17 6.9201607879e-05 0.0 
5728788.0506 -18058625.817 4110102.0269 119.26232116 -433.34668518 85.953190907 1.301132e+17 6.9197193748e-05 0.0 
1808343.0307 -16093607.454 -1237139.5027 22.623897313 -380.35192908 -22.672296381 1.301132e+17 6.9197193748e-05 0.0 
2031047.9041 -17105580.71 -585184.12381 31.827043017 -402.15839883 -15.551465294 1.301132e+17 6.9197193748e-05 0.0 
1328176.3367325675 -16864512.462505363 -761739.0302854074 16.71750927377681 -396.7922122273562 -23.27747151048038 2.601796e+17 0.00013836949818000002 0.0 
6322760.4554 -27174869.914 -3682735.5937 140.70890031 -667.02516474 -71.804677718 1.301077e+17 6.9194268722e-05 0.0 
3584071.3861 -20892547.942 518820.68255 73.591423848 -508.79949618 -3.0774895021 1.30105e+17 6.91928328e-05 0.0 
6564561.9516 -28653764.793 1413380.5991 148.50438762 -704.89718798 11.783852081 1.30105e+17 6.91928328e-05 0.0 
7150859.7976 -1427822.2382 8201714.9707 131.72381368 -29.874163557 164.87577539 1.30105e+17 6.91928328e-05 0.0 
4948151.3277 -13969634.968 3074074.4783 94.787376429 -328.24188469 61.44801608 1.30105e+17 6.91928328e-05 0.0 
-3267033.3787 -5922186.6488 514716.53993 -95.026228392 -79.537652752 19.062486625 1.30105e+17 6.91928328e-05 0.0 
2993498.8615 -18211026.807 -266537.73626 52.131219637 -437.32864114 1.2513933976 1.30105e+17 6.91928328e-05 0.0 
4434090.2628 -22102053.185 -1789209.8257 95.407191415 -535.52909708 -30.580903744 1.30105e+17 6.91928328e-05 0.0 
4713466.0563 -9409694.6405 -4851955.7087 83.224032087 -209.49077842 -96.142891306 1.300994e+17 6.9189854591e-05 0.0 
3831680.0128 -19904420.516 -753821.51546 78.28166144 -478.99348753 -9.7146254371 1.300994e+17 6.9189854591e-05 0.0 
4370087.558 -21833067.128 -73142.407092 89.747456918 -534.908475 -12.459871722 1.300967e+17 6.9188418669e-05 0.0 
7360951.8749 -32118319.075 1084986.0481 167.22739971 -795.2427766 3.2115247299 1.300967e+17 6.9188418669e-05 0.0 
5669323.5059 -17791440.731 6752988.683 118.959902 -427.71709401 148.94592712 1.300967e+17 6.9188418669e-05 0.0 
4705586.6199 -22427639.971 273900.11362 100.00059728 -556.57882818 13.357522343 1.300967e+17 6.9188418669e-05 0.0 
8128861.7291 -25180048.247 -2184324.1138 177.2418427 -620.33438918 -37.342261151 1.300939e+17 6.9186929564e-05 0.0 
4383112.8207 -16234722.597 1938582.0014 84.671727638 -384.93721665 34.412650592 1.300884e+17 6.9184004538e-05 0.0 
3173566.9612 -15694132.471 932405.35424 53.149009898 -371.71120996 19.441255275 1.300829e+17 6.9181079511e-05 0.0 
7944746.0641 -25443978.581 -1559829.8737 171.13049735 -628.77943697 -24.946042905 1.300829e+17 6.9181079511e-05 0.0 
8555746.6052 -31727730.879 -637921.67822 186.81066469 -786.62940768 6.0643480161 1.300829e+17 6.9181079511e-05 0.0 
7068377.81 -28299406.817 -8626.6497805 158.23176524 -704.58524021 29.776754311 1.300829e+17 6.9181079511e-05 0.0 
9066591.1815 -16854923.088 6725999.9645 199.65436027 -409.20563977 150.36251774 1.300719e+17 6.9175229458e-05 0.0 
6406600.7442 -17847134.499 3032793.0039 134.45667689 -430.56703483 61.522313371 1.300719e+17 6.9175229458e-05 0.0 
7201311.7802 -27493663.634 2717650.0493 159.20310522 -675.47733797 46.738983751 1.300719e+17 6.9175229458e-05 0.0 
7825059.8991 -22004986.551 4406445.0065 171.94152446 -535.89001382 92.888650373 1.300719e+17 6.9175229458e-05 0.0 
4678834.742 -21698118.556 -370960.7501 94.197351782 -535.73084413 0.095696042422 1.300719e+17 6.9175229458e-05 0.0 
236005.29341 -12579359.715 -108105.8156 -16.777820727 -285.12404893 4.0686875252 1.300719e+17 6.9175229458e-05 0.0 
9032345.4128 -42395429.668 1785137.1842 193.65578945 -1019.8268809 25.286052491 1.300719e+17 6.9175229458e-05 0.0 
-3501367.172 -5968960.0391 886783.63382 -102.17044738 -83.846526619 23.614598973 1.300719e+17 6.9175229458e-05 0.0 
-2910614.9589 -8420197.4564 905614.30589 -84.220652957 -154.45634419 16.032122025 1.300719e+17 6.9175229458e-05 0.0 
2266827.5079 -8118899.783 -2103750.3264 18.933953974 -165.14998202 -31.594167149 1.300719e+17 6.9175229458e-05 0.0 
219431.40907 -18296651.179 -643009.08067 -7.6681824367 -430.37626629 -10.589684756 1.300719e+17 6.9175229458e-05 0.0 
6156333.1717 -15002127.109 -4789470.3456 126.55598684 -356.70144283 -100.76943695 1.300691e+17 6.9173740354e-05 0.0 
-259127.67688 -16639560.279 -1939225.0811 -19.225598521 -383.69289347 -38.840789861 8.854191e+16 4.7088625144e-05 1.0 
-534988.4866 -6773970.5559 14282653.179 -28.99278727 -155.54113336 315.05613036 8.842449e+16 4.7026178486e-05 1.0 
-954650.5847446533 -17049593.933938455 1382500.6367179016 -35.60714473448298 -393.02065896908505 27.07789667212415 1.3262077e+17 7.0530777176e-05 1.0 
-159984.44284 -18853377.372 7515195.1552 -18.990404639 -445.3632903 168.82998549 8.838131e+16 4.7003214369e-05 1.0 
10743358.021 -47084558.876 -51740.468341 241.01950894 -1143.046321 0.18859715695 8.836786e+16 4.6996061349e-05 1.0 
10658688.61 -34766213.563 -17020361.091 245.41369427 -851.5023621 -405.95750126 8.836013e+16 4.6991950357e-05 1.0 
11207699.96632874 -27722030.236572772 3996128.8563959575 254.04823685371267 -683.9364687028616 83.42981206408588 1.3254739e+17 7.0491752003e-05 1.0 
24855941.558 -53037832.325 -11177892.002 591.68482897 -1300.7412232 -269.87051219 8.834166e+16 4.6982127586e-05 1.0 
9265514.5448 -15922708.209 -26173239.489 212.45030037 -393.70860453 -625.42046335 8.833993e+16 4.6981207533e-05 1.0 
-1650724.7034 -10899413.931 -1978534.1797 -56.18296962 -227.82682159 -40.328529903 4.43091e+16 2.3564598961e-05 1.0 
525248.4015 -11441676.601 813662.34343 -9.0849513417 -246.68786476 17.755202051 4.430113e+16 2.3560360331e-05 1.0 
1011312.9433 -14261741.725 -666345.20885 5.1215390423 -326.1455296 -10.227803567 4.430026e+16 2.3559897645e-05 1.0 
1226998.6082 -14766450.733 -641986.19419 12.865841836 -335.9054997 -12.377145439 4.429939e+16 2.3559434959e-05 1.0 
2046217.1076 -18754048.461 8337769.8239 32.982484959 -447.00246008 188.50856285 4.429764e+16 2.3558504269e-05 1.0 
-647037.01128 -12760997.521 221077.04955 -29.504897038 -278.59792347 5.8475127611 4.429678e+16 2.3558046901e-05 1.0 
-2534683.3743 -9609291.5616 -567542.90278 -75.35987998 -187.52274513 -12.347421342 4.429246e+16 2.3555749426e-05 1.0 
3200470.937 -20048479.071 171354.64509 69.258081288 -477.31570407 1.5215006425 4.429246e+16 2.3555749426e-05 1.0 
-2915569.6116 -7985309.5614 3095912.8163 -86.658972195 -146.55487108 53.947149077 4.42865e+16 2.3552579761e-05 1.0 
1685330.4812 -17867351.346 8368063.3964 24.50033836 -424.40570559 188.13601714 4.428229e+16 2.3550340786e-05 1.0 
30063.700177 -18339638.129 1027111.7516 -11.281772139 -428.31608415 20.189354286 4.428229e+16 2.3550340786e-05 1.0 
689966.57552 -18572850.825 -7616863.3182 0.83051289229 -440.78235757 -170.63722135 4.428229e+16 2.3550340786e-05 1.0 
