x1	x2	x3	v1	v2	v3	mass	rel_mass	water_fraction
9111247.744962402 84413135.97098769 48209.59232274271 287.0882092576531 2121.1019985075377 1.1330710409528806 8.545291484100004e+23 0.663972521502506 0.17564414582174412 
-19538146.524631016 -179409039.9067364 -129272.66041726733 -611.832886426086 -4514.854310315692 -3.5805032318003365 3.818394381499999e+23 0.2966907507188492 0.10081338388306699 
-12194830.121869983 -99499021.1108404 -129051.64791096415 -356.81719842266824 -2673.118999485525 17.494370854806025 9.21655484e+21 0.007161299492319003 0.15613975991960602 
-16413510.243077578 -17493020.381389946 4257345.906473642 -416.57605413986164 -160.03279802963885 167.2043954151018 6.841750130000001e+21 0.0053160668582680004 0.21318953371401456 
-12995734.865801603 -56469736.67832589 810114.4538390386 -358.4356060782499 -1357.978559178391 104.32307019958745 3.31250124e+21 0.0025738265392720007 0.1673949441290273 
-16176514.601958707 2065770.076521409 2249470.122329841 -388.42326769039397 387.9918906360694 21.573971940015706 1.6682282300000004e+21 0.001296219919907 0.17601584406593765 
-16353592.553411996 -5610582.180463627 -927821.666089622 -405.8726763226906 139.59971218130784 -144.15895240833504 8.8860251e+20 0.0006904476579569999 0.17956297467564142 
-11149342.198175639 -120879015.54769365 -10160701.860753618 -421.1990986252689 -3339.200076602392 -422.8791251050467 4.4054458e+20 0.00034230487767800003 0.05714518153902528 
-16961238.355433345 18484761.78563006 894159.8605853283 -360.38931214503253 1009.4831129724521 21.5538044019009 2.2530517999999998e+20 0.00017506301423399998 0.24297954445414668 
-16803818.640236873 -19818125.979969088 -6978249.424336427 -479.5675982911095 -136.77395386020692 -145.67660266233707 1.9409027e+20 0.000150808905947 0.13885822303199433 
-13992270.527 -76191846.696 -12696629.366 -474.30663797 -1989.2988714 -436.09674046 1.6688514e+20 0.00012967041255 0.0 
-11832447.329627883 -34874541.48023795 -11823227.555442771 -350.23426123743974 -732.1859442576249 -6.225722044615538 2.3945189e+20 0.000186055063748 0.0 
-10589992.09 -85295685.24 758750.78159 -366.56496365 -2269.5421817 -282.45182507 1.6136035e+20 0.00012537762891 0.0 
809651.11722 -72219649.272 32273475.615 -77.146613925 -1821.627587 536.87400785 1.5638871e+20 0.000121514645 0.0 
647311.16935 -40979582.671 -30683122.082 -73.960345512 -927.21206863 -483.76964021 1.5504523e+20 0.00012047075574 0.0 
-7811881.724 -112876505.0 2720417.3735 -333.7787105 -3030.8055985 -286.62650142 1.5065384e+20 0.00011705862837 0.0 
-18795551.772 -38572153.893 -15360821.436 -604.770847 -825.83842724 -495.51479227 1.0638835e+20 8.2664167909e-05 0.23296065782 
-13954721.129 -83718780.077 -659674.255 -341.80801928 -2287.6913472 -31.791492302 1.0047458e+20 7.8069145275e-05 0.24699391627 
